Title,Name_Repo,Date_Created,Num_Comment,Label_Issue,Identity_Repo,Identity_Global,Body
WSL models not fine-tuned for ImageNet,facebookresearch/WSL-Images,2019-09-05 15:43:50,7,,8,489846827,"Hi!

Are models trained on WSL-images before fine-tuning on ImageNet available somewhere?

Best,
Simen"
OSError: [Errno 22] Invalid argument,facebookresearch/WSL-Images,2019-08-19 03:09:49,4,,7,482083686,"OS: Windows 7
Python: v3.7.4
PyTorch: v1.2.0
Model: resnext101_32x48d_wsl

```
      1 import torch
----> 2 model = torch.hub.load('facebookresearch/WSL-Images', 'resnext101_32x48d_wsl')
      3 model.eval()

c:\dev\python37\lib\site-packages\torch\hub.py in load(github, model, *args, **kwargs)
    361     entry = _load_entry_from_hubconf(hub_module, model)
    362 
--> 363     model = entry(*args, **kwargs)
    364 
    365     sys.path.remove(repo_dir)

~/.cache\torch\hub\facebookresearch_WSL-Images_master/hubconf.py in resnext101_32x48d_wsl(progress, **kwargs)
     76     kwargs['groups'] = 32
     77     kwargs['width_per_group'] = 48
---> 78     return _resnext('resnext101_32x48d', Bottleneck, [3, 4, 23, 3], True, progress, **kwargs)

~/.cache\torch\hub\facebookresearch_WSL-Images_master/hubconf.py in _resnext(arch, block, layers, pretrained, progress, **kwargs)
     22 def _resnext(arch, block, layers, pretrained, progress, **kwargs):
     23     model = ResNet(block, layers, **kwargs)
---> 24     state_dict = load_state_dict_from_url(model_urls[arch], progress=progress)
     25     model.load_state_dict(state_dict)
     26     return model

c:\dev\python37\lib\site-packages\torch\hub.py in load_state_dict_from_url(url, model_dir, map_location, progress)
    461         hash_prefix = HASH_REGEX.search(filename).group(1)
    462         _download_url_to_file(url, cached_file, hash_prefix, progress=progress)
--> 463     return torch.load(cached_file, map_location=map_location)

c:\dev\python37\lib\site-packages\torch\serialization.py in load(f, map_location, pickle_module, **pickle_load_args)
    384         f = f.open('rb')
    385     try:
--> 386         return _load(f, map_location, pickle_module, **pickle_load_args)
    387     finally:
    388         if new_fd:

c:\dev\python37\lib\site-packages\torch\serialization.py in _load(f, map_location, pickle_module, **pickle_load_args)
    578     for key in deserialized_storage_keys:
    579         assert key in deserialized_objects
--> 580         deserialized_objects[key]._set_from_file(f, offset, f_should_read_directly)
    581         if offset is not None:
    582             offset = f.tell()

OSError: [Errno 22] Invalid argument
```

maybe because it is biggest pre-trained model (more than 2GB) and maybe because Python has bugs in pickle on Windows?"
x101-32*8d doesn't work well when I put it in cascade rcnn in mmdetection,facebookresearch/WSL-Images,2019-07-02 02:52:49,5,,5,462994541,It seems the x101-32*8d backbone is even worse than resnet101 when I experiment on cascade rcnn.
About performance in Cub-200 finetune.,facebookresearch/WSL-Images,2019-06-27 13:42:49,2,,4,461537417,"Thank you for opensource this pretrained models.
I finetuned 32x32, 32x16 and 32x8 on Cub-200 dataset with 2 1080Ti, which only achive 87.5% accuracy on testset with image size 448x448. Image size with 224x224 only get 84.43% test acc. I find biger batch size got better performance but I only have 2 GPUs.
In the paper with 32x16 pretrained model reached 89.2 accuracy. 
Could you please show more details about finetune.
Thanks."
Will ResNeXt-101 32x4d be available?,facebookresearch/WSL-Images,2019-06-26 09:11:58,1,,2,460852512,I'm currently using ResNeXt-101_32x4d (pretrained on ImageNet) doing research on object detection. I want to try replace the ImageNet pretrained model with the WSL-Images pretrained one. So I am concerning where can I obtain the ResNeXt-101 32x4d model? Thanks.
作者您好，我在使用d_adapt.py 程序时出现了一些bug。,thuml/Transfer-Learning-Library,2022-10-28 12:00:52,3,,175,1427157970,"
Traceback (most recent call last):
  File ""d_adapt.py"", line 348, in <module>
    args=(args, args_cls, args_box),
  File ""/home/shishijie/anaconda3/envs/detectron-na/lib/python3.6/site-packages/detectron2/engine/launch.py"", line 82, in launch
    main_func(*args)
  File ""d_adapt.py"", line 277, in main
    train(model, logger, cfg, args, args_cls, args_box)
  File ""d_adapt.py"", line 163, in train
    bbox_adaptor.fit(data_loader_source, data_loader_target, data_loader_validation)
  File ""/home/shishijie/shishijie_projects/domain_adapatation/Transfer-Learning-Library-master/examples/domain_adaptation/object_detection/d_adapt/bbox_adaptation.py"", line 354, in fit
    x_s, labels_s = next(iter_source)
  File ""/home/shishijie/shishijie_projects/domain_adapatation/Transfer-Learning-Library-master/examples/domain_adaptation/object_detection/d_adapt/tllib/utils/data.py"", line 55, in __next__
    data = next(self.iter)
  File ""/home/shishijie/anaconda3/envs/detectron-na/lib/python3.6/site-packages/torch/utils/data/dataloader.py"", line 521, in __next__
    data = self._next_data()
  File ""/home/shishijie/anaconda3/envs/detectron-na/lib/python3.6/site-packages/torch/utils/data/dataloader.py"", line 1176, in _next_data
    raise StopIteration
StopIteration


我调了一天，我目前的看法是：a_adapt程序有四个训练阶段：源域预训练，类别适应，边界框适应，⽬标域伪标签训练。但是现在源域预训练没问题，我用源域的训练权重作为后续训练的预训练权重，10个epcho的类别适应训练也没问题，边界框适应训练出现了问题。

examples/domain_adaptation/object_detection/d_adapt/d_adapt.py 文件调用的bbox_adaptor.fit(data_loader_source, data_loader_target, data_loader_validation) 函数出现了问题，examples/domain_adaptation/object_detection/d_adapt/bbox_adaptation.py 文件中的 iter_source 拿不到标签数据，

（ps：自己的数据集和官方的voc2007和clipart数据集都是这样，我的训练命令：CUDA_VISIBLE_DEVICES=0  python d_adapt.py --config-file  config/retinanet_R_101_FPN_voc.yaml  -s VOC2007  ../datasets/VOC2007  -t Clipart ../datasets/clipart  --test Clipart ../datasets/clipart  --finetune  --bbox-refine   OUTPUT_DIR  logs/retinanet_R_101_FPN_voc/voc2clipart/phase2
）

劳烦作者费心给我这个废物一些指导

"
Code for Mean Embedding Test,thuml/Transfer-Learning-Library,2022-10-23 13:52:56,1,enhancement,174,1419802310,"Hi there,

In the paper ""Transferable Representation Learning with Deep Adaptation Networks"",

There are 2 Two-Sample Test Statistics, MK-MMD and Mean Embedding Test (ME), I can find the code for MK-MMD but can't find any clue for ME, is there any code for ME or will the code for ME be avaliable?"
ADDA Architecture,thuml/Transfer-Learning-Library,2022-10-17 15:58:46,1,question,172,1411830013,"Hi,

I am trying to modify ADDA from your code. In the original paper, there seems to be 2 CNNs in the second training phase, one to process the examples of the target set and another with the frozen weights to process the examples of the source set. In this way, the CNN of the target set is 'adjusted' to that of the source set depending on the output of the domain discriminator.

However, when reviewing the code it seems that only a single CNN is used, adjusting in a first phase the model (extractor+classifier) and in a second phase only the domain discriminator. My questions is how then the training of both phases is reproduced in the library. Thank you very much!


Best regards,



Eva"
目标域数据json文件的真值,thuml/Transfer-Learning-Library,2022-10-17 10:24:47,7,question,171,1411319393,想请问一下作者在用目标域数据训练时，生成的目标域数据proposal文件中含有真值信息，然而域自适应是在没有目标域真值的情况下使用的方法，那么请问当不提供目标域数据的真值时，还有可以用目标域数据训练吗
Learning rate,thuml/Transfer-Learning-Library,2022-09-28 07:58:28,1,question,169,1388905388,"HI，

Can the learning rate of discriminator be updated? Because in the function class DomainDiscriminator(nn.Sequential): **lr=1.**Does the learning rate(1.0) can update follow the epoch？

def get_parameters(self) -> List[Dict]:
    return [{""params"": self.parameters(), **""lr"": 1.**}]

Such as we adopt the following learning rate updating method：
lr_scheduler_ad = LambdaLR(
    ad_optimizer, lambda x: args.lr * (1. + args.lr_gamma * float(x)) ** (-args.lr_decay))



Because we found in the experiment that the discrimination loss remained stable when the epoch was very small, although the task loss was still decreasing.

Thank you"
在MCD code内，训练代码，数据载入好像有点Bug,thuml/Transfer-Learning-Library,2022-09-26 02:29:22,3,question,168,1385317202,"**Describe the bug**
A clear and concise description of what the bug is.

**To Reproduce**
Steps to reproduce the behavior:
1. Go to '...'
2. Click on '....'
3. Scroll down to '....'
4. See error

**Expected behavior**
A clear and concise description of what you expected to happen.

**Screenshots**
If applicable, add screenshots to help explain your problem.

**Desktop (please complete the following information):**
 - OS: [e.g. iOS]
 - Browser [e.g. chrome, safari]
 - Version [e.g. 22]

**Smartphone (please complete the following information):**
 - Device: [e.g. iPhone6]
 - OS: [e.g. iOS8.1]
 - Browser [e.g. stock browser, safari]
 - Version [e.g. 22]

**Additional context**
Add any other context about the problem here.
"
是否需要加入训练多核对应的权重的过程？,thuml/Transfer-Learning-Library,2022-09-22 17:34:25,1,question,167,1382791693,"我在阅读DAN时，注意到原文是一个minimax过程，在学习网络参数（\Theta）外，还需要学习多核权重（\beta）；而后者似乎未在此代码文件中体现，5个核被分配了相同的权重；我写了一个二次规划求核权重的函数，供参考讨论  :-)

`
def train_weights(train_source_iter: DataLoader, train_traget_iter: DataLoader,
                  model: ImageClassifier,  kernels: list):
    print(""=>Train Beta(weights) of the kernels"")
    num_kernels = len(kernels)
    #协方差矩阵（原文中的矩阵Q）
    covar_matrix = torch.zeros((num_kernels, num_kernels))

    for i in range(num_kernels):
        for j in range(i, num_kernels):
            kernel1 = kernels[i]
            kernel2 = kernels[j]
            count = 0
            #线性时间估计Cov（u，u'）
            for x_s, x_t in zip(train_source_iter, train_traget_iter):
                x_s = model(x_s[0])[1]
                x_t = model(x_t[0])[1]

                idx = 0
                res = []
 
                while idx < len(x_s) // 4:
                    t1 = (kernel1(x_s[4 * idx : 4 * idx + 2]) + kernel1(x_t[4 * idx : 4 * idx + 2]) - kernel1(
                        torch.cat((x_s[4 * idx].unsqueeze(dim=0), x_t[4 * idx + 1].unsqueeze(dim=0)))) \
                         - kernel1(torch.cat((x_s[4 * idx + 1].unsqueeze(dim=0), x_t[4 * idx].unsqueeze(dim=0)))))[0][1]
                    t2 = (kernel1(x_s[4 * idx+2 : 4 * idx + 4]) + kernel1(x_t[4 * idx+2 : 4 * idx + 4]) - kernel1(
                        torch.cat((x_s[4 * idx+2].unsqueeze(dim=0), x_t[4 * idx + 3].unsqueeze(dim=0)))) \
                          - kernel1(torch.cat((x_s[4 * idx + 3].unsqueeze(dim=0), x_t[4 * idx+2].unsqueeze(dim=0)))))[0][1]
                    t3 = (kernel2(x_s[4 * idx: 4 * idx + 2]) + kernel2(x_t[4 * idx: 4 * idx + 2]) - kernel2(
                        torch.cat((x_s[4 * idx].unsqueeze(dim=0), x_t[4 * idx + 1].unsqueeze(dim=0)))) \
                          - kernel2(torch.cat((x_s[4 * idx + 1].unsqueeze(dim=0), x_t[4 * idx].unsqueeze(dim=0)))))[0][1]
                    t4 = (kernel2(x_s[4 * idx + 2: 4 * idx + 4]) + kernel2(x_t[4 * idx + 2: 4 * idx + 4]) - kernel2(
                        torch.cat((x_s[4 * idx + 2].unsqueeze(dim=0), x_t[4 * idx + 3].unsqueeze(dim=0)))) \
                          - kernel2(torch.cat((x_s[4 * idx + 3].unsqueeze(dim=0), x_t[4 * idx + 2].unsqueeze(dim=0)))))[
                        0][1]

                    res.append((t1 - t2) * (t3 - t4))
                    idx += 1
                res = sum(res) / len(res)
                covar_matrix[i][j] = covar_matrix[i][j] * count / (count + 1) + res / (count + 1)
                count += 1
            covar_matrix[j][i] = covar_matrix[i][j]

    epsilon = .001
    reg = torch.eye(num_kernels) * epsilon
    covar_matrix = covar_matrix + reg
    #使用cvxopt包求解二次规划问题（from cvxopt import matrix, solvers）
    P = covar_matrix.t().numpy().tolist()
    q = [0. for i in range(num_kernels)]
    G = (torch.eye(num_kernels) * -1).t().numpy().tolist()
    h = [0. for i in range(num_kernels)]
    A = [[1.] for i in range(num_kernels)]
    P = matrix(P)
    q = matrix(q)
    G = matrix(G)
    h = matrix(h)
    A = matrix(A)
    b = matrix([1.0])
    result = solvers.qp(P, q, G, h, A, b)
    print('The qp result')
    print(result['x'])
    return list(result['x'])
`"
Visualization of results,liyi14/mx-DeepIM,2020-10-06 11:58:46,0,,61,715603927,"Did someone have accomplished the visualization of the train_results,like a picture of the object？Could you please tell me how to do it?thanks.
"
Support files for YCB-Video dataset,liyi14/mx-DeepIM,2019-06-12 16:24:07,0,,37,455309172,"Hi,
Thank you for sharing the source code of your work. Do you have support files for the YCB-Video dataset? If so, would you able to share them? Best regards."
training log,liyi14/mx-DeepIM,2019-05-26 07:51:53,2,,31,448539557,"Hi,

Would you be able to provide the training log especially interested in the point matching loss after few epochs. I'm training it on google compute VM with 4 Nvidia Tesla K80 GPUs but the training speed is about 2.2 frames/sec. The point matching loss is between 10-11 for last few hour (although the flowLoss and the maskLoss is showing a good downward trend).


poch[3] Batch [260]    Speed: 2.26 samples/sec Train-Flow_L2Loss=0.321852,     Flow_CurLoss=0.000000,  PointMatchingLoss=10.396450,    MaskLoss=0.108871,
Epoch[3] Batch [280]    Speed: 2.33 samples/sec Train-Flow_L2Loss=0.309070,     Flow_CurLoss=0.000000,  PointMatchingLoss=10.542913,    MaskLoss=0.109692,
Epoch[3] Batch [300]    Speed: 2.31 samples/sec Train-Flow_L2Loss=0.309031,     Flow_CurLoss=0.000000,  PointMatchingLoss=10.530530,    MaskLoss=0.109173,
Epoch[3] Batch [320]    Speed: 2.36 samples/sec Train-Flow_L2Loss=0.299514,     Flow_CurLoss=0.000000,  PointMatchingLoss=10.616660,    MaskLoss=0.108448,
Epoch[3] Batch [340]    Speed: 2.37 samples/sec Train-Flow_L2Loss=0.291039,     Flow_CurLoss=0.000000,  PointMatchingLoss=10.707121,    MaskLoss=0.107355,
Epoch[3] Batch [360]    Speed: 2.34 samples/sec Train-Flow_L2Loss=0.280393,     Flow_CurLoss=0.000000,  PointMatchingLoss=10.794026,    MaskLoss=0.107118,
Epoch[3] Batch [380]    Speed: 2.35 samples/sec Train-Flow_L2Loss=0.276359,     Flow_CurLoss=0.202416,  PointMatchingLoss=10.857506,    MaskLoss=0.110217,
Epoch[3] Batch [400]    Speed: 2.33 samples/sec Train-Flow_L2Loss=0.265881,     Flow_CurLoss=0.000000,  PointMatchingLoss=11.151155,    MaskLoss=0.109521,
Epoch[3] Batch [420]    Speed: 2.36 samples/sec Train-Flow_L2Loss=0.256921,     Flow_CurLoss=0.000000,  PointMatchingLoss=11.267041,    MaskLoss=0.110485,
Epoch[3] Batch [440]    Speed: 2.32 samples/sec Train-Flow_L2Loss=0.250065,     Flow_CurLoss=0.000000,  PointMatchingLoss=11.396601,    MaskLoss=0.111172,
Epoch[3] Batch [460]    Speed: 2.32 samples/sec Train-Flow_L2Loss=0.244040,     Flow_CurLoss=0.000000,  PointMatchingLoss=11.543343,    MaskLoss=0.110957,
Epoch[3] Batch [480]    Speed: 2.31 samples/sec Train-Flow_L2Loss=0.239315,     Flow_CurLoss=0.000000,  PointMatchingLoss=11.643859,    MaskLoss=0.114532,"
NaN values in Predictions,liyi14/mx-DeepIM,2018-10-11 14:48:38,3,awaiting_response,7,369158351,"After following the instructions in the latest commit and then running the train_and_test_deepim_all.sh I got the following error:
> Traceback (most recent call last):
  File ""experiments/deepim/deepim_train_test.py"", line 20, in <module>
    train.main()
  File ""experiments/deepim/../../deepim/train.py"", line 287, in main
    config.TRAIN.begin_epoch, config.TRAIN.end_epoch, config.TRAIN.lr, config.TRAIN.lr_step)
  File ""experiments/deepim/../../deepim/train.py"", line 280, in train_net
    prefix=prefix)
  File ""experiments/deepim/../../deepim/core/module.py"", line 1026, in fit
    data_batch = interBatchUpdater.forward(data_batch, preds, config)
  File ""experiments/deepim/../../lib/pair_matching/batch_updater_py_multi.py"", line 231, in forward
    rot_type='QUAT')
  File ""experiments/deepim/../../lib/pair_matching/RT_transform.py"", line 34, in calc_RT_delta
    r = mat2quat(Rm_delta)
  File ""experiments/deepim/../../lib/pair_matching/RT_transform.py"", line 459, in mat2quat
    vals, vecs = np.linalg.eigh(K)
  File ""/home/saadhana/.local/lib/python2.7/site-packages/numpy/linalg/linalg.py"", line 1410, in eigh
    w, vt = gufunc(a, signature=signature, extobj=extobj)
  File ""/home/saadhana/.local/lib/python2.7/site-packages/numpy/linalg/linalg.py"", line 95, in _raise_linalgerror_eigenvalues_nonconvergence
    raise LinAlgError(""Eigenvalues did not converge"")
numpy.linalg.linalg.LinAlgError: Eigenvalues did not converge

Looks like the predicted poses are all NaN values.
I printed the rotation and translation predicted:

> [array([[nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan],
       [nan, nan, nan, nan]], dtype=float32)] [array([[nan, nan, nan],
       [nan, nan, nan],
       [nan, nan, nan],
       [nan, nan, nan]], dtype=float32)]

Has anybody successfully trained the network for LINEMOD or OCCLUSION datasets?


"
[Question] is it possible to generalise? ,ogroth/shapestacks,2020-10-21 14:38:06,4,,15,726555612,"Hi! 
I am trying to integrate physics intuition during robot training. I am currently using Mujoco and that's why I think this project would be relatively easy to integrate.

How difficult would it be to extend this project to different tasks/physic events?   "
ValueError: select wrong model name:PDGAN,KumapowerLIU/PD-GAN,2022-10-20 03:28:41,0,,7,1415878233,您好，一直提示这个错误，我应该怎么修改呢
how to use ddp not dp ?,KumapowerLIU/PD-GAN,2022-09-22 06:41:11,0,,5,1381918007,
how can i train the model with 8 gpu?,KumapowerLIU/PD-GAN,2022-09-19 09:07:36,0,,4,1377639974,
Kinetics Dataset,chaoyuaw/pytorch-vcii,2020-08-28 01:33:01,0,,13,687645831,"How did you shortlist videos from Kinetics? Are these motion stabilized/ less camera motion and so on?
What criterion did you use?"
H.264 encoder in pytorch framework,chaoyuaw/pytorch-vcii,2020-04-10 16:47:45,0,,12,597984352,"First of all great project. I just want to know did this project implements H.264 encoder in pytorch framework?

Or can u please provide me with any other project which implements H.264 in pytorch will be really helpful."
Computing and storing the motion vectors,chaoyuaw/pytorch-vcii,2019-06-20 05:22:46,0,,10,458352459,"Hi Chao-Yuan,

First of all thanks for sharing this great work! I am trying to train on my own videos so I need to extract motion vectors (MVs) first, which I'm trying to do by calling your CoViAR's ```load```method (a big shout out for that work as well!). I have two questions:

1) The ```load``` method, by default, computes the MV w.r.t. the previous frame, correct? So to get the ""after"" flows as specified in the sample training/eval data, I can call ```load``` for a second time on the video with its frames reversed, correct?

2) By looking at ```read_bmv```, it seems that to convert the ```int32``` MV into ```uint8```, you added 128 to all of its elements and possibly did another clamping to [0, 255]. I'm not very familiar with MV so could you please explain a little bit on why this will not cause loss of information?

Many thanks in advance.
"
Tools to facilitate motion extraction,chaoyuaw/pytorch-vcii,2019-01-21 21:14:16,3,,4,401512367,"Hi, chaoyuaw.

Thanks for your research and also the released code.
In the DATA.md, you said that ""Tools to facilitate motion extraction are coming soon.""
I wonder when these tools will be offered.

Thank you so much,
Hyukryul Yang."
throw errors in windows,chaoyuaw/pytorch-vcii,2018-11-20 14:18:03,3,,3,382683831,"when i run this command:-
train.sh 2
on my git bash it produces following results:-
Namespace(batch_size=16, bits=8, checkpoint_iters=10000, clip=0.5, decoder_fuse_                                                                                                                level=1, distance1=1, distance2=2, encoder_fuse_level=1, eval='data/eval', eval_                                                                                                                batch_size=1, eval_iters=4500, eval_mv='data/eval_mv', fuse_encoder=True, gamma=                                                                                                                0.5, gpus='0', iterations=10, load_iter=None, load_model_name=None, lr=0.00025,                                                                                                                 max_train_iters=100, model_dir='model', num_crops=2, out_dir='output', patch=64,                                                                                                                 save_codes=False, save_model_name='demo', save_out_img=True, schedule='50000,60                                                                                                                000,70000,80000,90000', shrink=2, stack=True, train='data/train', train_mv='data                                                                                                                /train_mv', v_compress=True, warp=True)

Creating loader for data/train...
448 images loaded.
        distance=1/2
Loader for 448 images (28 batches) created.
        Encoder fuse level: 1
        Decoder fuse level: 1
Namespace(batch_size=16, bits=8, checkpoint_iters=10000, clip=0.5, decoder_fuse_level=1, distance1=1, distance2=2, encoder_fuse_level=1, eval='data/eval', eval_batch_size=1, eval_iters=4500, eval_mv='data/eval_mv', fuse_encoder=True, gamma=0.5, gpus='0', iterations=10, load_iter=None, load_model_name=None, lr=0.00025, max_train_iters=100, model_dir='model', num_crops=2, out_dir='output', patch=64, save_codes=False, save_model_name='demo', save_out_img=True, schedule='50000,60000,70000,80000,90000', shrink=2, stack=True, train='data/train', train_mv='data/train_mv', v_compress=True, warp=True)

Creating loader for data/train...
448 images loaded.
        distance=1/2
Loader for 448 images (28 batches) created.
        Encoder fuse level: 1
        Decoder fuse level: 1
Traceback (most recent call last):
  File ""<string>"", line 1, in <module>
Traceback (most recent call last):
  File ""train.py"", line 111, in <module>
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\multiprocessing\spawn.py"", line 105, in spawn_main
    for batch, (crops, ctx_frames, _) in enumerate(train_loader):
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\site-packages\torch\utils\data\dataloader.py"", line 501, in __iter__
    exitcode = _main(fd)
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\multiprocessing\spawn.py"", line 114, in _main
    return _DataLoaderIter(self)
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\site-packages\torch\utils\data\dataloader.py"", line 289, in __init__
    prepare(preparation_data)
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\multiprocessing\spawn.py"", line 225, in prepare
    w.start()
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\multiprocessing\process.py"", line 105, in start
    _fixup_main_from_path(data['init_main_from_path'])    self._popen = self._Popen(self)

  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\multiprocessing\context.py"", line 223, in _Popen
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\multiprocessing\spawn.py"", line 277, in _fixup_main_from_path
    return _default_context.get_context().Process._Popen(process_obj)
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\multiprocessing\context.py"", line 322, in _Popen
    run_name=""__mp_main__"")
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\runpy.py"", line 263, in run_path
    return Popen(process_obj)
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\multiprocessing\popen_spawn_win32.py"", line 65, in __init__
    reduction.dump(process_obj, to_child)
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\multiprocessing\reduction.py"", line 60, in dump
    pkg_name=pkg_name, script_name=fname)
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\runpy.py"", line 96, in _run_module_code
    ForkingPickler(file, protocol).dump(obj)
BrokenPipeError: [Errno 32] Broken pipe
    mod_name, mod_spec, pkg_name, script_name)
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\runpy.py"", line 85, in _run_code
    exec(code, run_globals)
  File ""G:\video compression\pytorch-vcii-master\train.py"", line 111, in <module>
    for batch, (crops, ctx_frames, _) in enumerate(train_loader):
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\site-packages\torch\utils\data\dataloader.py"", line 501, in __iter__
    return _DataLoaderIter(self)
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\site-packages\torch\utils\data\dataloader.py"", line 289, in __init__
    w.start()
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\multiprocessing\process.py"", line 105, in start
    self._popen = self._Popen(self)
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\multiprocessing\context.py"", line 223, in _Popen
    return _default_context.get_context().Process._Popen(process_obj)
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\multiprocessing\context.py"", line 322, in _Popen
    return Popen(process_obj)
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\multiprocessing\popen_spawn_win32.py"", line 33, in __init__
    prep_data = spawn.get_preparation_data(process_obj._name)
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\multiprocessing\spawn.py"", line 143, in get_preparation_data
    _check_not_importing_main()
  File ""C:\Users\rohit\AppData\Local\Programs\Python\Python36\lib\multiprocessing\spawn.py"", line 136, in _check_not_importing_main
    is not going to be frozen to produce an executable.''')
RuntimeError:
        An attempt has been made to start a new process before the
        current process has finished its bootstrapping phase.

        This probably means that you are not using fork to start your
        child processes and you have forgotten to use the proper idiom
        in the main module:

            if __name__ == '__main__':
                freeze_support()
                ...

        The ""freeze_support()"" line can be omitted if the program
        is not going to be frozen to produce an executable.


I tried running train.py with all the necessary parameters like train,eval,distance1, distance2. but still no lead."
Granularity,irwinherrmann/stochastic-gates,2022-05-02 16:32:50,0,,1,1223092774,What is the purpose of having granularity as the input to model design?
When will release quant? Thanks,open-mmlab/mmrazor,2022-11-03 07:35:01,1,enhancement,343,1434228812,
How to make this code base support mmrotate model? I want to prune rotated object detection model.,open-mmlab/mmrazor,2022-10-21 13:28:04,0,,335,1418343231,"### Checklist

- I have searched related issues but cannot get the expected help.
- I have read related documents and don't know what to do.

### Describe the question you meet

      I want to prune rotated object detection model. The current newest version of mmrazor doesn't support this kind of task. I want to know how to make the mmrazor support mmrotate task. Is there any instruction for this kind modify? For example, if I want to use AutoSlim method to prune oriented R-CNN model, then what should I do? 

### Post related information

1. The output of `pip list | grep ""mmcv\|mmrazor\|^torch""`
   \[here\]
2. Your config file if you modified it or created a new one.

```python
mmcv-full            1.6.0
mmrazor              0.3.1    
mmrotate             0.3.2   
```

3. Your train log file if you meet the problem during training.
   \[here\]
4. Other code you modified in the `mmrazor` folder.
   \[here\]
"
Posec3d KD,open-mmlab/mmrazor,2022-10-13 08:36:04,0,,318,1407381291,"Thanks for great repository....!!
1-How can i apply KD on PYSKL(posec3d model)?
2-If I follow the step mentioned in [[customize kd algorithms](https://github.com/open-mmlab/mmrazor/blob/master/docs/en/tutorials/Tutorial_6_customize_kd_algorithms.md)] it would help me?
3-If not kindly guide me about how can i use KD on POsec3d model.


"
[wontfix] test lark bot,open-mmlab/mmrazor,2022-10-11 14:14:20,2,wontfix,317,1404720659,"### Checklist

- I have searched related issues but cannot get the expected help.
- I have read related documents and don't know what to do.

### Describe the question you meet

\[here\]

### Post related information

1. The output of `pip list | grep ""mmcv\|mmrazor\|^torch""`
   \[here\]
2. Your config file if you modified it or created a new one.

```python
[here]
```

3. Your train log file if you meet the problem during training.
   \[here\]
4. Other code you modified in the `mmrazor` folder.
   \[here\]
"
